Symbol size,K,M,Backend,Input data (bytes),Time (ms),Raw Encode speed
2048kB,4,2,chocolate_cloud_rs,8192000,1.00, 8224.90
2048kB,4,2,chocolate_cloud_rs,8192000,0.56, 14550.62
2048kB,4,2,chocolate_cloud_rs,8192000,0.56, 14681.00
2048kB,4,2,chocolate_cloud_rs,8192000,0.59, 13837.84
2048kB,4,2,chocolate_cloud_rs,8192000,0.66, 12468.80
2048kB,4,2,chocolate_cloud_rs,8192000,0.56, 14499.12
2048kB,4,2,chocolate_cloud_rs,8192000,0.62, 13191.63
2048kB,4,2,chocolate_cloud_rs,8192000,0.59, 13814.50
2048kB,4,2,chocolate_cloud_rs,8192000,0.75, 10879.15
2048kB,4,2,chocolate_cloud_rs,8192000,0.62, 13170.42
2048kB,4,2,chocolate_cloud_rs,8192000,0.81, 10063.88
2048kB,4,2,chocolate_cloud_rs,8192000,0.68, 12047.06
2048kB,4,2,chocolate_cloud_rs,8192000,0.59, 13837.84
2048kB,4,2,chocolate_cloud_rs,8192000,0.63, 12982.57
2048kB,4,2,chocolate_cloud_rs,8192000,0.58, 14222.22
2048kB,4,2,chocolate_cloud_rs,8192000,0.59, 13931.97
2048kB,4,2,chocolate_cloud_rs,8192000,2.21, 3708.47
2048kB,4,2,chocolate_cloud_rs,8192000,0.77, 10694.52
5120kB,4,2,isa_l_rs_vand,20480000,1.61, 12736.32
5120kB,4,2,isa_l_rs_vand,20480000,2.56, 8009.39
5120kB,4,2,isa_l_rs_vand,20480000,1.78, 11531.53
5120kB,4,2,isa_l_rs_vand,20480000,1.59, 12904.85
5120kB,4,2,isa_l_rs_vand,20480000,1.66, 12374.62
5120kB,4,2,isa_l_rs_vand,20480000,1.68, 12212.28
5120kB,4,2,isa_l_rs_vand,20480000,1.65, 12389.59
5120kB,4,2,isa_l_rs_vand,20480000,1.66, 12359.69
5120kB,4,2,isa_l_rs_vand,20480000,2.45, 8352.37
5120kB,4,2,isa_l_rs_vand,20480000,1.86, 11016.68
5120kB,4,2,isa_l_rs_vand,20480000,2.08, 9869.88
5120kB,4,2,isa_l_rs_vand,20480000,1.56, 13145.06
5120kB,4,2,isa_l_rs_vand,20480000,1.65, 12419.65
5120kB,4,2,isa_l_rs_vand,20480000,1.96, 10475.70
5120kB,4,2,isa_l_rs_vand,20480000,1.61, 12744.24
5120kB,4,2,isa_l_rs_vand,20480000,1.57, 13052.90
5120kB,4,2,isa_l_rs_vand,20480000,2.16, 9463.96
5120kB,4,2,isa_l_rs_vand,20480000,1.76, 11629.76
5120kB,4,2,isa_l_rs_vand,20480000,2.19, 9343.07
5120kB,4,2,isa_l_rs_vand,20480000,1.55, 13204.38
5120kB,4,2,isa_l_rs_vand,20480000,1.69, 12139.89
5120kB,4,2,isa_l_rs_vand,20480000,1.89, 10818.81
5120kB,4,2,isa_l_rs_vand,20480000,2.19, 9334.55
5120kB,4,2,isa_l_rs_vand,20480000,1.65, 12434.73
5120kB,4,2,isa_l_rs_vand,20480000,1.57, 13027.99
5120kB,4,2,isa_l_rs_vand,20480000,1.64, 12510.69
5120kB,4,2,isa_l_rs_vand,20480000,1.60, 12808.01
5120kB,4,2,isa_l_rs_vand,20480000,1.67, 12292.92
5120kB,4,2,isa_l_rs_vand,20480000,1.60, 12800.00
5120kB,4,2,isa_l_rs_vand,20480000,1.60, 12768.08
5120kB,4,2,isa_l_rs_vand,20480000,1.61, 12688.97
5120kB,4,2,isa_l_rs_vand,20480000,3.14, 6516.07
5120kB,4,2,isa_l_rs_vand,20480000,1.66, 12359.69
5120kB,4,2,isa_l_rs_vand,20480000,2.59, 7901.23
5120kB,4,2,isa_l_rs_vand,20480000,1.62, 12665.43
